displayName,positionTyped,score,0,mins_played,yellow_card,fouls,was_fouled,error_lead_to_shot,double_double,triple_double,triple_triple,poss_lost_ctrl,duel_lost,duel_won,interception_won,big_chance_created,adjusted_total_att_assist,accurate_pass,successful_final_third_passes,ontarget_scoring_att,won_contest,pen_area_entries,penalty_kick_missed,big_chance_missed,saves,saved_ibox,good_high_claim,punches,dive_save,dive_catch,cross_not_claimed,six_second_violation,gk_smother,accurate_keeper_sweeper,goals_conceded,accurate_long_balls,missed_pass,clean_sheet_60,effective_clearance,won_tackle,blocked_cross,outfielder_block,poss_won,long_pass_own_to_opp_success,totalScore
Xavi Simons,Midfielder,80.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.5,-5.6,3.2,0.0,6.0,0.0,2.7,2.4,3.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,,,0.0,0.0,0.0,1.5,,
Thomas Müller,Forward,94.2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,-1.0,1.0,0.0,6.0,4.0,1.0,0.7000000000000001,6.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Eren Dinkçi,Midfielder,60.0,,0.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,-11.5,-5.6,1.6,3.0,0.0,0.0,2.1,1.5,3.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,-4.2,,,3.0,1.0,0.0,4.0,,
Exequiel Palacios,Midfielder,83.1,,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,-5.0,-3.2,8.8,9.0,0.0,2.0,10.2,7.5,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,-2.7,,,6.0,0.0,0.0,4.5,,
Danilho Doekhi,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Maxence Lacroix,Defender,33.3,,0.0,0.0,-4.0,,0.0,0.0,0.0,0.0,-3.6,-12.0,9.0,0.0,0.0,3.0,5.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,3.0,-1.2,0.0,2.5,0.0,0.0,0.0,1.5,4.5,
Hugo Larsson,Midfielder,47.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-0.8,0.8,6.0,3.0,4.0,2.9,2.7,3.0,0.0,0.5,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.5,-0.9,,,0.0,0.0,0.0,2.5,,
Robin Koch,Defender,52.9,,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,-5.4,0.0,9.0,6.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,1.0,-1.8,0.0,2.0,6.0,0.0,2.0,0.5,2.5,
Salih Özcan,Midfielder,47.6,,0.0,-3.0,-1.0,0.0,0.0,4.0,0.0,0.0,-2.5,-0.8,4.0,6.0,0.0,0.0,5.7,2.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,2.0,-1.5,,,0.0,0.0,0.0,2.5,,
Marcel Sabitzer,Midfielder,64.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,-3.2,0.0,6.0,0.0,0.0,3.2,3.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.0,-1.5,,,0.0,0.0,0.0,2.0,,
Julian Ryerson,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nico Elvedi,Defender,61.6,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-1.2,-10.0,7.5,9.0,0.0,0.0,6.0,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,2.0,-0.4,0.0,2.5,3.0,0.0,2.0,3.0,3.0,
Fabian Nürnberger,Midfielder,30.7,,0.0,-3.0,-3.0,1.0,0.0,0.0,0.0,0.0,-2.5,-5.6,1.6,9.0,0.0,4.0,3.4,2.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,1.0,-0.9,,,3.0,0.0,0.0,0.5,,
Tim Skarke,Midfielder,35.9,,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-5.5,-4.8,6.4,0.0,0.0,0.0,3.5,3.3,6.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,2.0,-1.5,,,3.0,0.0,1.0,1.0,,
Anthony Rouault,Defender,8.0,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-4.2,-6.0,3.0,0.0,0.0,0.0,3.7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-1.4,0.0,0.0,0.0,0.0,0.0,3.0,4.5,
Marco Reus,Midfielder,41.8,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.5,-1.6,1.6,0.0,3.0,4.0,1.6,3.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,-0.30000000000000004,,,0.0,0.0,0.0,0.0,,
Jeffrey Gouweleeuw,Defender,39.3,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-7.8,-4.0,0.0,3.0,3.0,3.0,3.8,3.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.5,-1.8,0.0,2.0,0.0,0.0,0.0,3.5,4.5,
Marvin Mehlem,Midfielder,43.3,,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,-4.5,-2.4,3.2,6.0,0.0,4.0,1.8,1.2,3.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.5,-1.5,,,3.0,0.0,0.0,2.0,,
Nicolas Höfler,Midfielder,62.1,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,-2.5,-2.4,4.8,6.0,0.0,0.0,2.1,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,-1.5,,,12.0,1.0,0.0,3.0,,
Christopher Trimmel,Defender,35.4,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-15.6,-2.0,1.5,0.0,0.0,6.0,1.6,4.0,3.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-2.6,0.0,2.0,0.0,0.0,0.0,1.0,1.0,
Maximilian Arnold,Midfielder,30.9,,0.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,-5.5,-4.0,0.0,0.0,0.0,4.0,4.3,2.4,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.5,-1.8,,,0.0,0.0,0.0,2.5,,
Leon Goretzka,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Alphonso Davies,Defender,39.0,,0.0,0.0,-4.0,,0.0,0.0,0.0,0.0,-6.0,-16.0,6.0,0.0,0.0,0.0,2.4,4.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,10.0,1.0,0.0,1.0,0.0,2.5,0.0,
Philipp Max,Defender,19.2,,0.0,0.0,-4.0,,0.0,0.0,0.0,0.0,-4.2,-6.0,1.5,0.0,0.0,0.0,1.6,1.6,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,1.0,-0.8,0.0,0.5,3.0,0.0,0.0,0.0,0.5,
Ramy Bensebaini,Defender,50.1,,0.0,0.0,-2.0,,0.0,4.0,0.0,0.0,-10.8,-4.0,15.0,3.0,0.0,0.0,6.2,6.4,0.0,0.5,2.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-3.2,0.0,1.0,6.0,2.0,0.0,4.0,2.0,
Kevin Stöger,Midfielder,74.9,,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,-18.5,-8.0,5.6,0.0,0.0,4.0,3.1,3.6,3.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.5,-6.9,,,12.0,0.0,0.0,3.0,,
Felix Uduokhai,Defender,7.8,,0.0,0.0,-8.0,,0.0,0.0,0.0,0.0,-4.8,-10.0,6.0,3.0,0.0,0.0,3.5,1.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.5,-1.6,0.0,2.5,0.0,0.0,0.0,3.0,2.5,
Dominik Kohr,Midfielder,25.7,,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,-4.0,-2.4,1.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.4,,,3.0,0.0,0.0,2.5,,
Florian Grillitsch,Midfielder,42.4,,0.0,0.0,0.0,0.0,-3.0,4.0,0.0,0.0,-2.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,,,6.0,0.0,1.0,1.0,,
Philipp Lienhart,Defender,28.4,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-4.8,-2.0,0.0,0.0,0.0,0.0,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.5,-1.6,0.0,2.0,0.0,0.0,2.0,1.5,1.5,
Luca Waldschmidt,Forward,34.4,,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,-0.7000000000000001,-4.0,3.0,0.0,0.0,0.0,1.3,0.30000000000000004,3.0,1.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Matthijs de Ligt,Defender,60.7,,0.0,-3.0,-2.0,,0.0,4.0,0.0,0.0,-1.2,-2.0,6.0,0.0,0.0,0.0,3.7,2.4,6.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.2,10.0,1.0,6.0,0.0,0.0,2.0,2.5,
Kevin Trapp,Goalkeeper,10.0,,0.0,0.0,0.0,,0.0,,,,-3.0,,,,0.0,0.0,2.5,0.0,0.0,,,0.0,0.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,1.0,-2.0,,,,,,,,
Olivier Deman,Midfielder,59.2,,0.0,0.0,-1.0,1.0,0.0,4.0,0.0,0.0,-5.5,-2.4,4.0,0.0,0.0,2.0,4.7,2.4,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-1.5,,,9.0,1.0,0.0,2.5,,
Mats Hummels,Defender,46.4,,0.0,0.0,-2.0,,0.0,4.0,0.0,0.0,-4.8,-8.0,9.0,3.0,0.0,0.0,4.3,1.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,2.5,-1.2,0.0,0.5,9.0,0.0,0.0,2.0,3.0,
Anthony Losilla,Midfielder,31.1,,0.0,-3.0,-2.0,1.0,0.0,0.0,0.0,0.0,-11.0,-7.2,6.4,9.0,0.0,0.0,2.5,2.1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-5.7,,,0.0,0.0,1.0,6.0,,
Ko Itakura,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tim Kleindienst,Forward,38.7,,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.5,-10.0,8.0,0.0,0.0,2.0,1.1,0.6000000000000001,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Pavel Kadeřábek,Defender,17.3,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-12.0,-18.0,4.5,3.0,0.0,0.0,0.4,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,0.0,0.5,3.0,0.0,0.0,2.0,0.0,
Kevin Vogt,Defender,32.4,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-6.6,-6.0,4.5,0.0,0.0,0.0,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.5,-2.0,0.0,1.0,6.0,0.0,0.0,2.5,2.5,
Roland Sallai,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Timo Hübers,Defender,37.7,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-3.0,-4.0,9.0,3.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.5,-1.0,0.0,5.5,3.0,0.0,6.0,3.0,3.0,
Kevin Kampl,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Dani Olmo,Midfielder,24.7,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,,,0.0,0.0,0.0,0.0,,
Loïs Openda,Forward,78.4,,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,-0.8,-6.0,1.0,0.0,0.0,4.0,1.0,0.7000000000000001,12.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Benjamin Šeško,Forward,61.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Ansgar Knauff,Forward,34.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-6.0,3.0,0.0,0.0,2.0,1.1,0.6000000000000001,3.0,0.5,1.5,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Niclas Füllkrug,Forward,60.3,,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.1,-9.0,4.0,0.0,0.0,2.0,1.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Dan-Axel Zagadou,Defender,17.8,,0.0,0.0,-6.0,,0.0,0.0,0.0,0.0,-2.4,-8.0,6.0,0.0,0.0,0.0,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.5,-0.8,0.0,0.0,0.0,0.0,0.0,1.5,2.0,
Ozan Kabak,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ritsu Dōan,Midfielder,50.8,,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,-6.0,-4.0,8.0,0.0,0.0,4.0,1.3,1.5,0.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-1.5,,,6.0,1.0,0.0,1.0,,
Piero Hincapié,Defender,22.7,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.6000000000000001,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,
Denis Huseinbašić,Midfielder,26.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
David Raum,Defender,89.7,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-13.2,-4.0,1.5,0.0,0.0,12.0,3.2,4.8,3.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-1.6,10.0,0.0,0.0,0.0,0.0,3.5,2.5,
Pavao Pervan,Goalkeeper,16.7,,0.0,0.0,0.0,,0.0,,,,-2.7,,,,0.0,0.0,2.4,0.0,0.0,,,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.8,-1.8,,,,,,,,
Miloš Veljković,Defender,96.9,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-7.2,-2.0,7.5,3.0,3.0,0.0,5.6,1.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-2.2,10.0,2.5,0.0,1.0,0.0,2.0,5.5,
Anthony Caci,Defender,28.8,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-13.8,-4.0,7.5,0.0,0.0,0.0,2.1,1.2,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.0,-3.2,0.0,1.0,0.0,0.0,0.0,5.5,2.0,
Marco Friedl,Defender,60.5,,0.0,0.0,-4.0,,0.0,0.0,0.0,0.0,-3.6,-6.0,9.0,3.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-1.0,10.0,4.0,0.0,0.0,2.0,1.5,3.5,
Senne Lynen,Midfielder,30.2,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.5,-2.4,0.8,3.0,0.0,2.0,0.9,0.30000000000000004,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,,,0.0,0.0,0.0,0.5,,
Patric Pfeiffer,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alassane Plea,Forward,78.5,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-1.2,-3.0,8.0,0.0,0.0,2.0,2.4,0.8,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Hiroki Ito,Defender,72.5,,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,-12.0,-6.0,9.0,6.0,0.0,6.0,8.3,11.6,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,4.0,-3.4,0.0,1.5,3.0,0.0,2.0,5.5,4.5,
Oliver Baumann,Goalkeeper,61.1,,0.0,0.0,-1.0,,0.0,,,,-5.4,,,,0.0,0.0,1.7000000000000002,2.5,0.0,,,0.0,0.0,16.0,12.0,0.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,-6.0,2.2,-3.4,,,,,,,,
Odilon Kossounou,Defender,42.5,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-3.6,-6.0,3.0,0.0,0.0,0.0,5.3,8.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,-1.2,0.0,1.0,0.0,0.0,0.0,2.0,3.5,
Janis Blaswich,Goalkeeper,72.7,,0.0,0.0,0.0,,0.0,,,,-1.8,,,,0.0,0.0,6.0,0.0,0.0,,,0.0,0.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.2,-1.2,,,,,,,,
Junior Dina Ebimbe,Midfielder,21.6,,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-7.5,-4.0,4.8,0.0,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.1,,,3.0,0.0,0.0,3.5,,
Romano Schmid,Midfielder,46.3,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.0,-4.8,4.8,0.0,0.0,2.0,2.9,2.7,3.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,,,0.0,0.0,0.0,3.5,,
Amos Pieper,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Julian Weigl,Midfielder,61.2,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.8,0.0,0.0,2.0,5.5,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.5,-0.6000000000000001,,,3.0,0.0,0.0,6.0,,
Jordan Siebatcheu,Forward,48.2,,0.0,0.0,-0.5,3.0,0.0,0.0,0.0,0.0,-0.7000000000000001,-4.0,7.0,3.0,0.0,0.0,1.8,0.6000000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Norman Theuerkauf,Defender,31.8,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-4.2,-2.0,1.5,0.0,0.0,0.0,2.6,2.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.5,-1.0,0.0,0.5,0.0,0.0,0.0,2.5,1.0,
Patrick Mainka,Defender,54.6,,0.0,0.0,-2.0,,0.0,4.0,0.0,0.0,-6.6,-12.0,16.5,3.0,0.0,0.0,5.6,4.4,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-1.8,0.0,0.5,6.0,0.0,2.0,2.0,3.5,
Nathan Tella,Midfielder,25.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.8,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.5,,
Dejan Ljubicic,Midfielder,44.2,,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,-4.0,-1.6,3.2,0.0,3.0,2.0,3.4,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-1.5,,,9.0,0.0,1.0,2.0,,
