displayName,positionTyped,score,0,mins_played,yellow_card,fouls,was_fouled,error_lead_to_shot,double_double,triple_double,triple_triple,poss_lost_ctrl,duel_lost,duel_won,interception_won,big_chance_created,adjusted_total_att_assist,accurate_pass,successful_final_third_passes,ontarget_scoring_att,won_contest,pen_area_entries,penalty_kick_missed,big_chance_missed,saves,saved_ibox,good_high_claim,punches,dive_save,dive_catch,cross_not_claimed,six_second_violation,gk_smother,accurate_keeper_sweeper,goals_conceded,accurate_long_balls,missed_pass,clean_sheet_60,effective_clearance,won_tackle,blocked_cross,outfielder_block,poss_won,long_pass_own_to_opp_success,totalScore
Leonardo Bonucci,Defender,50.1,,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,-9.6,-2.0,6.0,0.0,0.0,0.0,3.1,1.6,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.5,-3.0,0.0,2.0,6.0,0.0,2.0,2.0,6.5,
Eric Martel,Midfielder,0.8,,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-5.0,-4.0,3.2,0.0,0.0,0.0,2.9,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-1.5,,,0.0,0.0,0.0,1.5,,
Christoph Baumgartner,Midfielder,63.7,,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.5,-1.6,2.4,0.0,0.0,0.0,0.6000000000000001,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,,,0.0,0.0,0.0,0.5,,
Janik Haberer,Midfielder,34.6,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.4,0.8,0.0,0.0,0.0,2.4,1.8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.5,,,0.0,0.0,0.0,2.5,,
Václav Černý,Forward,27.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Philipp Hofmann,Forward,30.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,7.0,0.0,0.0,0.0,0.6000000000000001,0.1,3.0,0.5,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Aymen Barkok,Midfielder,13.5,,0.0,0.0,-5.0,1.0,0.0,0.0,0.0,0.0,-9.0,-10.4,5.6,0.0,0.0,0.0,0.9,1.5,6.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,-3.6,,,0.0,0.0,0.0,1.0,,
Maximilian Mittelstädt,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lennard Maloney,Defender,44.4,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-4.2,-6.0,6.0,3.0,0.0,3.0,4.1,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.0,-1.0,0.0,1.5,3.0,0.0,0.0,2.0,1.5,
Marius Bülter,Forward,24.4,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-3.0,1.0,0.0,0.0,0.0,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Manuel Gulde,Defender,63.1,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-1.8,-2.0,1.5,3.0,0.0,0.0,1.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,
Nicolas Seiwald,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Hrvoje Smolčić,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Niels Nkounkou,Defender,25.7,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,
Nicolai Rapp,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Giovanni Reyna,Midfielder,41.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-0.8,3.2,3.0,3.0,2.0,1.9,1.8,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-1.8,,,0.0,0.0,0.0,0.5,,
Bernardo,Defender,58.1,,0.0,-3.0,-2.0,,0.0,0.0,6.0,0.0,-8.4,-6.0,15.0,9.0,0.0,3.0,2.9,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-2.6,0.0,0.0,6.0,0.0,0.0,4.5,1.5,
Luca Pfeiffer,Forward,41.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7000000000000001,-4.0,2.0,0.0,3.0,2.0,0.7000000000000001,0.1,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Emir Karic,Defender,8.1,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-5.4,-2.0,1.5,0.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.5,-1.6,0.0,0.5,3.0,0.0,0.0,1.5,1.5,
Yannik Keitel,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Adam Hložek,Forward,25.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Mathys Tel,Forward,27.9,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,-4.0,3.0,0.0,0.0,0.0,0.4,0.30000000000000004,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Christopher Antwi-Adjei,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Lukas Daschner,Midfielder,23.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Ruben Vargas,Midfielder,26.0,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.6,0.8,0.0,0.0,0.0,0.5,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,,,3.0,0.0,0.0,1.0,,
Jamie Leweling,Forward,25.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,-2.0,0.0,0.0,0.0,0.0,1.1,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Jonas Föhrenbach,Defender,44.5,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-7.2,-10.0,1.5,3.0,0.0,6.0,2.7,3.2,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,3.0,-1.2,0.0,0.0,3.0,0.0,4.0,6.0,3.0,
Niklas Stark,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dawid Kownacki,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Moritz Nicolas,Goalkeeper,48.2,,0.0,0.0,0.0,,0.0,,,,-2.1,,,,0.0,0.0,4.2,0.0,0.0,,,0.0,0.0,6.0,4.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.0,-1.4,,,,,,,,
Stefan Bell,Defender,33.4,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-2.4,-2.0,4.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,-0.8,0.0,0.5,0.0,0.0,0.0,1.0,0.0,
Tom Krauß,Midfielder,64.1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.5,-2.4,2.4,0.0,0.0,0.0,1.9,0.6000000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.4,,,3.0,0.0,0.0,4.5,,
Oscar Vilhelmsson,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Lucas Höler,Forward,30.3,,0.0,-3.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.2,-14.0,6.0,3.0,0.0,0.0,1.7000000000000002,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Amadou Haïdara,Midfielder,72.8,,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,-3.0,-2.4,3.2,3.0,0.0,2.0,4.3,2.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-1.5,,,0.0,0.0,0.0,1.5,,
Rogério,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cédric Zesiger,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Patrick Osterhage,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Marco Richter,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Robin Zentner,Goalkeeper,37.8,,0.0,0.0,0.0,,0.0,,,,-4.8,,,,0.0,0.0,2.1,0.0,0.0,,,0.0,0.0,4.0,4.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.8,-2.8,,,,,,,,
Ihlas Bebou,Forward,26.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7000000000000001,-4.0,2.0,3.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
David Datro Fofana,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Raphaël Guerreiro,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kristijan Jakić,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Jamie Bynoe-Gittens,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Dion Beljo,Forward,19.9,,0.0,-3.0,-0.5,1.0,0.0,0.0,0.0,0.0,-0.2,-5.0,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Niklas Dorsch,Midfielder,14.2,,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.5,-3.2,1.6,0.0,0.0,0.0,3.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,-0.6000000000000001,,,0.0,0.0,0.0,2.5,,
Tony Jantschke,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Grant-Leon Ranos,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Tom Bischof,Midfielder,36.3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.0,-4.8,4.0,3.0,0.0,0.0,1.6,1.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-1.5,,,3.0,0.0,0.0,1.5,,
Kiliann Sildillia,Defender,30.6,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-8.4,-22.0,12.0,0.0,0.0,0.0,2.2,2.0,3.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-1.2,0.0,1.0,6.0,0.0,2.0,2.5,3.0,
Maximilian Philipp,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Kevin Volland,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Ridle Baku,Midfielder,25.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.8,0.0,0.0,0.0,0.4,0.30000000000000004,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,,,0.0,0.0,0.0,0.0,,
Paxten Aaronson,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Rafael Borré,Forward,42.8,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.9,-3.0,6.0,0.0,0.0,0.0,2.2,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Noah Loosli,Defender,23.3,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,1.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-0.2,0.0,1.0,0.0,0.0,0.0,0.5,0.0,
Robert Gumny,Defender,37.9,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-4.8,-4.0,7.5,3.0,0.0,0.0,0.7000000000000001,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-0.8,0.0,1.5,0.0,0.0,4.0,1.0,1.0,
Tim Breithaupt,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Marvin Friedrich,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Manu Koné,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Lilian Egloff,Midfielder,26.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,3.0,0.0,0.0,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.30000000000000004,,,0.0,0.0,0.0,0.0,,
Junior Adamu,Forward,26.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Mathias Olesen,Midfielder,9.5,,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-1.5,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,,,0.0,0.0,0.0,0.5,,
Faride Alidou,Forward,13.5,,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,-0.5,-3.0,1.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Aïssa Laïdouni,Midfielder,30.2,,0.0,-3.0,-2.0,3.0,0.0,0.0,0.0,0.0,-2.0,-3.2,4.8,0.0,0.0,0.0,0.8,1.2,3.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.9,,,3.0,0.0,0.0,1.5,,
Kevin Paredes,Midfielder,49.3,,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,-7.0,-1.6,4.0,6.0,0.0,0.0,2.8,3.6,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,-3.0,,,0.0,0.0,0.0,2.5,,
Joakim Mæhle,Defender,60.0,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-12.6,-10.0,7.5,0.0,0.0,3.0,3.6,6.8,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.5,-2.6,0.0,2.0,3.0,0.0,0.0,3.0,1.0,
Patrick Wimmer,Midfielder,38.4,,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,-4.5,-4.0,5.6,0.0,0.0,2.0,1.6,0.9,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,-1.2,,,0.0,0.0,0.0,2.5,,
Jens Petter Hauge,Forward,25.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Christian Groß,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nick Woltemade,Forward,23.7,,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,-0.2,-3.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Keven Schlotterbeck,Defender,75.0,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-7.2,-2.0,16.5,3.0,0.0,0.0,1.9,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-2.2,0.0,0.5,0.0,0.0,2.0,4.0,1.0,
Erhan Mašović,Defender,34.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-3.6,-4.0,6.0,3.0,3.0,3.0,1.0,1.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-1.0,0.0,0.5,3.0,0.0,0.0,3.0,1.5,
Iago,Defender,74.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-1.2,0.0,4.5,0.0,3.0,3.0,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.5,0.0,0.0,0.0,2.5,0.0,
